appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2899788_115382,2899788,115382,897,683,2018-02-17,Guilherme,ES1,0,0,0,0,90
3394641_444725,3394641,444725,1160,1160,2020-10-25,Patrick Burner,FR1,0,0,0,0,90
3296156_313399,3296156,313399,1228,235,2020-01-21,Dean van der Sluys,NLP,0,0,0,0,90
3889803_668709,3889803,668709,10532,1063,2022-08-09,Martin Agnarsson,ECLQ,0,0,0,1,90
3055479_293308,3055479,293308,9023,443,2018-08-08,Christian Kudsk,DKP,0,0,0,0,45
2887556_15363,2887556,15363,2410,2410,2017-07-25,Aleksey Berezutski,CLQ,0,0,0,0,90
3953962_501612,3953962,501612,48726,48726,2022-11-14,Yuriy Klymchuk,UKR1,1,0,1,0,90
2589833_222320,2589833,222320,1101,126,2015-07-16,Sebastian Holmén,ELQ,0,0,0,0,90
3872587_532460,3872587,532460,8780,987,2022-07-21,Shane Blaney,ECLQ,1,0,0,0,90
3286592_128895,3286592,128895,1181,465,2019-12-01,Jak Alnwick,FAC,0,0,0,0,90
3226488_59973,3226488,59973,10690,3592,2019-08-10,Vitaliy Vernydub,UKR1,0,0,0,0,90
3245897_621150,3245897,621150,3243,14589,2019-08-21,Daniil Krivoruchko,RUP,0,0,0,1,5
2725427_211740,2725427,211740,3691,3691,2016-08-01,Aleksey Pugin,RU1,0,0,0,0,74
3055730_309180,3055730,309180,790,1237,2018-07-12,Jan Mlakar,ELQ,0,0,0,0,10
2919843_340320,2919843,340320,159,11,2017-10-19,Marcus McGuane,EL,0,0,0,0,1
2518622_187962,2518622,187962,5220,6418,2015-03-18,Manolis Tzanakakis,GR1,0,0,0,0,90
3027748_155423,3027748,155423,11127,2687,2018-04-30,Varazdat Haroyan,RU1,0,0,0,0,90
2814296_101500,2814296,101500,22,1132,2017-01-27,Matej Vydra,FAC,0,0,0,0,6
2641753_248393,2641753,248393,12469,3508,2015-12-10,Peter Olayinka,EL,1,0,0,0,90
2579936_54265,2579936,54265,1519,2578,2015-10-03,Ryan McGowan,SC1,1,0,0,0,90
2483425_34186,2483425,34186,13499,3999,2014-08-21,Vasilios Pliatsikas,EL,0,0,0,0,90
2711527_164693,2711527,164693,801,5724,2016-07-14,Jakob Ankersen,ELQ,0,0,0,0,82
2794238_128898,2794238,128898,2805,631,2016-12-03,Jamal Blackman,FAC,0,0,0,0,90
3729274_391005,3729274,391005,1148,1148,2022-02-05,Mads Roerslev,FAC,1,0,0,0,72
2579910_229263,2579910,229263,43,43,2015-08-29,Juanma Delgado,SC1,0,0,0,1,90
3127449_255334,3127449,255334,1270,511,2019-01-19,Faissal El Bakhtaoui,SFA,0,0,0,0,71
2494558_62700,2494558,62700,968,1245,2014-09-20,Nils Schouterden,BE1,0,0,1,0,11
2814290_36808,2814290,36808,3884,2759,2017-01-17,Chris Robertson,FAC,0,0,0,0,74
2757293_217145,2757293,217145,1176,897,2016-09-07,Bicho,CDR,0,0,0,0,64
3087345_52200,3087345,52200,206,206,2018-08-16,Dominik Kaiser,ELQ,0,0,1,0,90
2630741_159003,2630741,159003,3060,4603,2015-12-16,Panagiotis Ballas,GRP,0,0,0,0,90
3244656_189053,3244656,189053,62,1268,2019-08-20,Mick van Buren,CLQ,0,0,0,0,68
3837913_46180,3837913,46180,10481,3999,2022-07-06,Zoran Tosic,CLQ,0,0,0,0,90
2866216_399907,2866216,399907,10883,1038,2017-06-29,Ognjen Stijepovic,ELQ,0,0,0,0,1
3245895_211025,3245895,211025,75506,28095,2019-08-21,Azamat Zaseev,RUP,0,0,0,0,90
2698171_36866,2698171,36866,289,289,2016-10-22,Billy Jones,GB1,1,0,0,0,4
2873177_187024,2873177,187024,40426,1083,2017-08-18,Evgeniy Chernov,RU1,0,0,0,0,90
3588200_78147,3588200,78147,10,10,2021-09-18,Fabian Klos,L1,0,0,0,0,74
2579972_12673,2579972,12673,987,987,2015-11-28,Stephen Pearson,SC1,1,0,0,0,90
3087314_171768,3087314,171768,810,2696,2018-08-16,Radu Ginsari,ELQ,0,0,0,0,90
3151384_173900,3151384,173900,543,399,2019-02-05,Hélder Costa,FAC,0,0,0,0,69
3100098_52089,3100098,52089,3729,3719,2018-09-15,Gia Grigalava,RU1,0,0,0,0,90
3886549_466810,3886549,466810,131,131,2023-02-19,Ansu Fati,ES1,0,0,0,0,86
2627519_273004,2627519,273004,500,1268,2015-09-24,Aleksandar Bjelica,NLP,0,0,0,0,90
2646152_183299,2646152,183299,466,984,2016-01-09,Callum Robinson,FAC,0,0,0,0,34
3080359_611845,3080359,611845,1241,1241,2019-02-23,Ciaron Brown,SC1,1,0,0,0,63
3670037_780506,3670037,780506,3491,2759,2021-10-23,Adam Mackinnon,SFA,0,0,0,0,90
2719061_203043,2719061,203043,472,1531,2017-05-06,Pedro Bigas,ES1,0,0,0,0,90
2726532_162569,2726532,162569,416,416,2016-09-25,Josef Martínez,IT1,0,0,0,0,13
3087342_272706,3087342,272706,7918,58,2018-08-09,James Lawrence,ELQ,0,0,0,1,90
3628808_81396,3628808,81396,7769,3060,2021-08-03,Denis Alibec,CLQ,0,0,0,0,22
3610278_32467,3610278,32467,368,368,2022-01-19,Ivan Rakitic,ES1,0,0,0,0,90
3522876_308256,3522876,308256,3609,443,2021-04-12,Andrés Ponce,RU1,0,0,0,0,88
3838458_534528,3838458,534528,8031,8024,2022-07-21,Yusuf Lawal,ECLQ,0,0,0,0,76
2722847_7215,2722847,7215,1506,1506,2017-04-28,Ahmet Sahin,TR1,0,0,0,0,90
3457973_212432,3457973,212432,408,1426,2020-09-30,Christos Donis,CIT,0,0,0,0,63
3890128_125119,3890128,125119,2553,2553,2022-12-23,Chris Stokes,SC1,0,0,0,0,4
2711512_130280,2711512,130280,3776,468,2016-07-14,Janne Saksela,ELQ,0,0,0,0,90
3205084_104324,3205084,104324,8042,6418,2019-07-11,Luciano Balbi,ELQ,0,0,0,0,90
3508016_423744,3508016,423744,631,1237,2021-01-24,Billy Gilmour,FAC,0,0,0,0,90
2655361_121990,2655361,121990,355,11,2016-01-19,Wellington Silva,FAC,0,0,0,0,86
2929460_550027,2929460,550027,2227,6993,2017-10-25,Eriks Santos,UKRP,0,0,0,0,59
3394842_369424,3394842,369424,2759,2759,2020-08-29,Oli Shaw,SC1,0,0,0,0,15
2510864_61012,2510864,61012,1042,511,2014-11-18,Jamie Ness,FAC,0,0,0,0,90
3602512_301037,3602512,301037,3719,1245,2021-11-06,Aleksandr Filin,RU1,1,0,0,0,90
2619437_117107,2619437,117107,16242,6414,2015-09-23,Artur Denchuk,UKRP,0,0,0,0,90
2899573_262939,2899573,262939,12321,1050,2017-09-10,Johan Mojica,ES1,0,0,0,0,23
3286601_314237,3286601,314237,1074,405,2019-12-01,Rushian Hepburn-Murphy,FAC,0,0,0,0,45
3069893_98512,3069893,98512,1467,6890,2019-02-10,Serdar Gürler,TR1,2,0,0,0,90
3580187_527467,3580187,527467,443,443,2021-08-06,Lundrim Hetemi,DK1,0,0,0,0,1
3598078_460939,3598078,460939,1090,1090,2022-05-11,Tijjani Reijnders,NL1,0,0,0,0,66
2893396_69646,2893396,69646,14,449,2017-08-02,Jens Stryger Larsen,ELQ,1,0,0,0,90
2631293_52059,2631293,52059,190,1148,2015-10-29,Zanka,DKP,0,0,0,0,120
3607577_616369,3607577,616369,681,681,2021-12-04,Ander Barrenetxea,ES1,0,0,0,0,29
2897514_197743,2897514,197743,2722,2722,2018-04-29,Filippo Costa,IT1,0,0,0,1,78
2583607_110856,2583607,110856,2300,126,2015-07-09,Patryk Tuszynski,ELQ,0,0,3,1,74
3250260_541563,3250260,541563,45057,5818,2019-09-03,Hamse Hussein,DKP,0,0,0,0,10
3093423_59352,3093423,59352,16704,16704,2018-09-01,Aleksandr Martynovich,RU1,0,0,0,0,90
3222972_254487,3222972,254487,2156,4603,2019-07-25,Jean Luc Assoubre,ELQ,0,0,0,0,14
